23.18,27.272,426,721.25,0.00479298817650529,1
23.15,27.2675,429.5,714,0.00478344094931065,1
23.15,27.245,426,713.5,0.00477946352442199,1
23.15,27.2,426,708.25,0.00477150882608175,1
23.1,27.2,426,704.5,0.00475699293331518,1
23.1,27.2,419,701,0.00475699293331518,1
23.1,27.2,419,701.666666666667,0.00475699293331518,1
23.1,27.2,419,699,0.00475699293331518,1
23.1,27.2,419,689.333333333333,0.00475699293331518,1
23.075,27.175,419,688,0.00474535071966655,1
23.075,27.15,419,690.25,0.00474095189694268,1
23.1,27.1,419,691,0.00473937073052061,1
23.1,27.1666666666667,419,683.5,0.00475111875560951,1
23.05,27.15,419,687.5,0.0047337317970825,1
23,27.125,419,686,0.00471494214590473,1
23,27.125,418.5,680.5,0.00471494214590473,1
20.7,22.39,356,457,0.00337466557189241,1
20.7225,22.5,419,470.75,0.00339606511573662,1
20.73,22.5,419,472,0.00339764298252023,1
20.7225,22.525,419,470.5,0.0033998591468996,1
20.7675,22.65,411,478,0.00342837076038827,1
20.79,22.79,411,492,0.00345448814144093,1
20.815,22.8675,411,497.75,0.00347166969308452,1
20.8233333333333,23.0333333333333,408.333333333333,499,0.00349879184810959,1
20.815,23.025,400,507,0.00349571521582248,1
20.89,23.175,396,514.75,0.00353498716046155,1
20.89,23.29,396,515,0.00355262881880505,1
20.89,23.29,396,520.75,0.00355262881880505,1
20.89,23.29,396,526,0.00355262881880505,1
20.89,23.3233333333333,398.333333333333,527,0.00355774252897956,1
20.945,23.39,399.5,531.25,0.00358013032667571,1
20.9633333333333,23.4633333333333,413,536,0.00359549407943774,1
21,23.5,411,542.75,0.00360931921720166,1
21,23.5,411,541,0.00360931921720166,1
21,23.5666666666667,411,548.5,0.00361961800587205,1
21,23.6,412.2,553.25,0.00362476752736239,1
21,23.6,405,559.25,0.00362476752736239,1
21,23.6,405,567.333333333333,0.00362476752736239,1
21,23.7,405,569,0.00364021660047908,1
21,23.7,405,576,0.00364021660047908,1
21.025,23.7225,405,578.75,0.00364932867048953,1
21.025,23.7225,412,585.75,0.00364932867048953,1
21.05,23.745,419,590,0.00365845928385946,1
21.025,23.7225,419,590,0.00364932867048953,1
21.1,23.76,419,587.666666666667,0.00367211235503663,1
21.075,23.72,419,594,0.00366023552315573,1
21.0333333333333,23.6666666666667,419,602.333333333333,0.0036425651983171,1
21.075,23.7675,419,611,0.00366760847238762,1
21.1,23.79,419,611.333333333333,0.00367677626792028,1
21.1,23.79,419,613,0.00367677626792028,1
21.1,23.73,419,615,0.00366744851168384,1
21.15,23.7225,419,615.75,0.00367762368029252,1
21.2,23.745,419,620.5,0.00369251536345345,1
21.2,23.79,419,630.666666666667,0.00369955480346118,1
21.2,23.79,419,640.5,0.00369955480346118,1
21.26,23.8566666666667,423.666666666667,641,0.00372374955324299,1
21.29,23.865,422.5,650.75,0.00373196021214811,1
21.29,23.89,419,651,0.00373589314251898,1
21.3233333333333,23.9266666666667,428.333333333333,654.666666666667,0.00374936387120372,1
21.29,24,424.6,664.25,0.00375319862350842,1
21.34,24,426,675.4,0.00376479322756297,1
21.29,24.05,429.5,675,0.00376106506766724,1
21.29,24.1,419,679,0.00376893170960922,1
21.315,24.175,426,685.5,0.00378656816292857,1
21.29,24.2,419,689.333333333333,0.00378466558687248,1
21.29,24.2,433,692.75,0.00378466558687248,1
21.34,24.15,433,695.5,0.00378846650108156,1
21.3233333333333,24.1,433,693.333333333333,0.00377669052642096,1
21.29,24.1,433,694.25,0.00376893170960922,1
21.34,24.2225,433,703,0.00379990922537672,1
21.29,24.29,433,704.5,0.00379882675290265,1
21.34,24.29,433,709,0.00381056317245117,1
21.34,24.29,433,721.5,0.00381056317245117,1
21.3233333333333,24.29,426.666666666667,727,0.00380664748676956,1
21.3566666666667,24.29,436.333333333333,733,0.00381448240765945,1
21.365,24.29,429,736.25,0.00381644335720262,1
21.39,24.29,429,742,0.00382233153775034,1
21.3566666666667,24.29,429,742.666666666667,0.00381448240765945,1
21.3233333333333,24.29,434,737,0.00380664748676956,1
21.39,24.2675,444,739.25,0.00381876914698375,1
21.3233333333333,24.29,444,752,0.00380664748676956,1
21.39,24.29,444,753.75,0.00382233153775034,1
21.365,24.2225,441.75,746.25,0.00380577286974984,1
21.39,24.26,446,754.666666666667,0.00381758169240746,1
21.39,24.26,439,755.333333333333,0.00381758169240746,1
21.39,24.29,446.5,758.25,0.00382233153775034,1
21.39,24.29,446,766.6,0.00382233153775034,1
21.39,24.29,451.5,781,0.00382233153775034,1
21.4175,24.315,455.25,785.5,0.003832782800254,1
21.39,24.29,447.333333333333,789.666666666667,0.00382233153775034,1
21.445,24.34,444,787.5,0.00384325734848259,1
21.4633333333333,24.3566666666667,455.666666666667,787.666666666667,0.00385025333877057,1
